# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Mon Apr 13 18:55:53 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gaia_G    Gaia_BP  Gaia_RP
0.00089016 -1.24100 10.04532 0.8290618658 2.4284799099    0.827  0.752  3.7396  3.514    2  0.000  0.537     0.00     0.00 -1 -1.36e-12      0.00 7.654e-01 2.337e-01 1.534e-04 4.192e-05 3.810e-04 -1.000 9.012e-04 2.890 2.847 3.181 2.338
0.00089016 -1.24100 10.04532 0.8296831846 2.4286799431    0.828  0.797  3.7368  3.458    3  0.000  0.537     0.00     0.00 -1  -1.6e-12      0.00 7.628e-01 2.363e-01 1.544e-04 4.220e-05 3.835e-04 -1.000 8.991e-04 2.777 2.737 3.076 2.222
0.00089016 -1.24100 10.04532 0.8302066922 2.4288480282    0.828  0.839  3.7347  3.408    3  0.000  0.537     0.00     0.00 -1 -1.86e-12      0.00 7.608e-01 2.383e-01 1.551e-04 4.239e-05 3.852e-04 -1.000 8.525e-04 2.673 2.635 2.979 2.117
0.00089016 -1.24100 10.04532 0.8307875991 2.4290344715    0.829  0.889  3.7326  3.350    3  0.000  0.537     0.00     0.00 -1 -2.23e-12      0.00 7.587e-01 2.405e-01 1.558e-04 4.257e-05 3.868e-04 -1.000 8.934e-04 2.549 2.513 2.860 1.991
0.00089016 -1.24100 10.04532 0.8313243985 2.4292063713    0.829  0.939  3.7308  3.293    3  0.000  0.537     0.00     0.00 -1 -2.68e-12      0.00 7.566e-01 2.425e-01 1.562e-04 4.273e-05 3.881e-04 -1.000 8.401e-04 2.423 2.390 2.741 1.864
0.00089016 -1.24100 10.04532 0.8318630457 2.4293787479    0.830  0.993  3.7290  3.232    3  0.000  0.536     0.00     0.00 -1 -3.25e-12      0.00 7.544e-01 2.447e-01 1.565e-04 4.290e-05 3.892e-04 -1.000 8.714e-04 2.287 2.256 2.610 1.727
0.00089016 -1.24100 10.04532 0.8323400021 2.4295310974    0.830  1.046  3.7273  3.172    3  0.000  0.534     0.00     0.00 -1 -3.93e-12      0.00 7.525e-01 2.466e-01 1.563e-04 4.317e-05 3.900e-04 -1.000 8.584e-04 2.155 2.126 2.483 1.594
0.00089016 -1.24100 10.04532 0.8327446580 2.4296603203    0.830  1.095  3.7258  3.118    3  0.000  0.532     0.00     0.00 -1 -4.68e-12      0.00 7.508e-01 2.483e-01 1.557e-04 4.364e-05 3.907e-04 -1.000 8.808e-04 2.033 2.006 2.367 1.472
0.00089016 -1.24100 10.04532 0.8330613971 2.4297611713    0.831  1.136  3.7245  3.071    3  0.000  0.529     0.00     0.00 -1 -5.43e-12      0.00 7.496e-01 2.495e-01 1.551e-04 4.424e-05 3.911e-04 -1.000 8.610e-04 1.931 1.905 2.268 1.368
0.00089016 -1.24100 10.04532 0.8334121108 2.4298729897    0.831  1.185  3.7229  3.016    3  0.000  0.525     0.00     0.00 -1 -6.49e-12      0.00 7.483e-01 2.508e-01 1.541e-04 4.525e-05 3.915e-04 -1.000 8.653e-04 1.807 1.783 2.150 1.244
